word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
pacificus,pacifica,pacificum,pacificior,,pacifice,12,pacific
procerus,procera,procerum,procerior,,,12,procer
cotidianus,cotidiana,cotidianum,cotidianior,,,12,cotidian
livens,livens,livens,liventior,,,3,livent
edulis,edulis,edule,edulior,,,3,edul
umbraticus,umbratica,umbraticum,umbraticior,,,12,umbratic
volucer,volucris,volucre,volucrior,,,3,volucr
tristis,tristis,triste,tristior,tristissimus,triste,3,trist
lemniscatus,lemniscata,lemniscatum,lemniscatior,,,12,lemniscat
legatorius,legatoria,legatorium,legatoriior,,,12,legatori
legifer,legifera,legiferum,legiferior,,,12,legifer
legionarius,legionaria,legionarium,legionariior,,,12,legionari
lentiscifer,lentiscifera,lentisciferum,lentisciferior,,,12,lentiscifer
legitimus,legitima,legitimum,legitimior,,legitime,12,legitim
leviculus,levicula,leviculum,leviculior,,,12,levicul
lethargicus,lethargica,lethargicum,lethargicior,,,12,lethargic
levidensis,levidensis,levidense,levidensior,,,3,levidens
lentulus,lentula,lentulum,lentulior,,,12,lentul
letifer,letifera,letiferum,letiferior,,,12,letifer
letalis,letalis,letale,letalior,,,3,letal
tinctorius,tinctoria,tinctorium,tinctoriior,,,12,tinctori
libens,libens,libens,libentior,libentissimus,libenter,3,libent
lubens,lubens,lubens,lubentior,,lubenter,3,lubent
liberalis,liberalis,liberale,liberalior,liberalissimus,liberaliter,3,liberal
laxus,laxa,laxum,laxior,laxissimus,laxe,12,lax
libertinus,libertina,libertinum,libertinior,,,12,libertin
lymphatus,lymphata,lymphatum,lymphatior,,,12,lymphat
lymphaticus,lymphatica,lymphaticum,lymphaticior,,,12,lymphatic
pendulus,pendula,pendulum,pendulior,,,12,pendul
meretricius,meretricia,meretricium,meretriciior,,,12,meretrici
alcoholicus,alcoholica,alcoholicum,alcoholicior,,,12,alcoholic
harenaceus,harenacea,harenaceum,harenaceior,,,12,harenace
arenarius,arenaria,arenarium,arenariior,,,12,arenari
harenarius,harenaria,harenarium,harenariior,,,12,harenari
speciosus,speciosa,speciosum,speciosior,speciosissimus,,12,specios
similis,similis,simile,similior,simillimus,similiter,3,simil
piger,pigra,pigrum,pigrior,,,12,pigr
privatus,privata,privatum,privatior,,privatim,12,privat
restrictus,restricta,restrictum,restrictior,,,12,restrict
bilinguis,bilinguis,bilingue,bilinguior,,,3,bilingu
calvus,calva,calvum,calvior,,,12,calv
novellus,novella,novellum,novellior,,,12,novell
ingens,ingens,ingens,ingentior,ingentissimus,,3,ingent
immediatus,immediata,immediatum,immediatior,,,12,immediat
griseus,grisea,griseum,griseior,,,12,grise
Vestalis,Vestalis,Vestale,Vestalior,,,3,Vestal
verutus,veruta,verutum,verutior,,,12,verut
aconitus,aconita,aconitum,aconitior,,,12,aconit
iocosus,iocosa,iocosum,iocosior,,,12,iocos
impotens,impotens,impotens,impotentior,impotentissimus,impotenter,3,impotent
irreparabilis,irreparabilis,irreparabile,irreparabilior,,,3,irreparabil
speculatorius,speculatoria,speculatorium,speculatoriior,,,12,speculatori
nobilis,nobilis,nobile,nobilior,nobilissimus,,3,nobil
irrefragabilis,irrefragabilis,irrefragabile,irrefragabilior,,,3,irrefragabil
omnivolus,omnivola,omnivolum,omnivolior,,,12,omnivol
catus,cata,catum,catior,,,12,cat
vorax,vorax,vorax,voracior,,,3,vorac
trabeatus,trabeata,trabeatum,trabeatior,,,12,trabeat
macrocephalus,macrocephala,macrocephalum,macrocephalior,,,12,macrocephal
grandiloquus,grandiloqua,grandiloquum,grandiloquior,,,12,grandiloqu
insons,insons,insons,insontior,,,3,insont
Achilleus,Achillea,Achilleum,Achilleior,,,12,Achille
basalis,basalis,basale,basalior,,,3,basal
crudus,cruda,crudum,crudior,crudissimus,,12,crud
somnifer,somnifera,somniferum,somniferior,,,12,somnifer
mirus,mira,mirum,mirior,mirissimus,,12,mir
vermicularis,vermicularis,vermiculare,vermicularior,,,3,vermicular
platanifolius,platanifolia,platanifolium,platanifoliior,,,12,platanifoli
auratus,aurata,auratum,auratior,,,12,aurat
immobilis,immobilis,immobile,immobilior,,,3,immobil
mobilis,mobilis,mobile,mobilior,,mobiliter,3,mobil
puter,putris,putre,putrior,,,3,putr
testudineus,testudinea,testudineum,testudineior,,,12,testudine
rotundus,rotunda,rotundum,rotundior,rotundissimus,,12,rotund
humanus,humana,humanum,humanior,humanissimus,humane,12,human
rapidus,rapida,rapidum,rapidior,rapidissimus,rapide,12,rapid
absurdus,absurda,absurdum,absurdior,absurdissimus,absurde,12,absurd
adiectivus,adiectiva,adiectivum,adiectivior,,,12,adiectiv
iunius,iunia,iunium,iuniior,,,12,iuni
barbatus,barbata,barbatum,barbatior,,,12,barbat
stupidus,stupida,stupidum,stupidior,,,12,stupid
martius,martia,martium,martiior,,,12,marti
iustus,iusta,iustum,iustior,iustissimus,,12,iust
asininus,asinina,asininum,asininior,,,12,asinin
uliginosus,uliginosa,uliginosum,uliginosior,,,12,uliginos
densus,densa,densum,densior,densissimus,dense,12,dens
nervosus,nervosa,nervosum,nervosior,,,12,nervos
blandus,blanda,blandum,blandior,,blande,12,bland
amens,amens,amens,amentior,amentissimus,,3,ament
contumax,contumax,contumax,contumacior,,contumaciter,3,contumac
omnipotens,omnipotens,omnipotens,omnipotentior,,,3,omnipotent
militaris,militaris,militare,militarior,,militariter,3,militar
musicus,musica,musicum,musicior,,,12,music
defututus,defututa,defututum,defututior,,,12,defutut
diffututus,diffututa,diffututum,diffututior,,,12,diffutut
soporifer,soporifera,soporiferum,soporiferior,,,12,soporifer
secundarius,secundaria,secundarium,secundariior,,,12,secundari
comoedus,comoeda,comoedum,comoedior,,,12,comoed
maturus,matura,maturum,maturior,maturissimus,,12,matur
avitus,avita,avitum,avitior,,,12,avit
voluptuosus,voluptuosa,voluptuosum,voluptuosior,,,12,voluptuos
dichotomos,dichotomos,dichotomon,dichotomior,,,2,dichotom
zelotypus,zelotypa,zelotypum,zelotypior,zelotypissimus,,12,zelotyp
polysemus,polysema,polysemum,polysemior,,,12,polysem
aenigmaticus,aenigmatica,aenigmaticum,aenigmaticior,,,12,aenigmatic
cassus,cassa,cassum,cassior,,,12,cass
prolixus,prolixa,prolixum,prolixior,,prolixe,12,prolix
cognatus,cognata,cognatum,cognatior,,,12,cognat
initialis,initialis,initiale,initialior,,,3,initial
vicinus,vicina,vicinum,vicinior,,vicine,12,vicin
castus,casta,castum,castior,castissimus,caste,12,cast
silvosus,silvosa,silvosum,silvosior,,,12,silvos
fessus,fessa,fessum,fessior,fessissimus,,12,fess
geographicus,geographica,geographicum,geographicior,,,12,geographic
senarius,senaria,senarium,senariior,,,12,senari
continens,continens,continens,continentior,continentissimus,continenter,3,continent
Maurus,Maura,Maurum,Maurior,,,12,Maur
regius,regia,regium,regiior,,,12,regi
iaponicus,iaponica,iaponicum,iaponicior,,,12,iaponic
ruber,rubra,rubrum,rubrior,ruberrimus,,12,rubr
magnes,magnes,magnes,magnetior,,,3,magnet
archiepiscopalis,archiepiscopalis,archiepiscopale,archiepiscopalior,,,3,archiepiscopal
omnisciens,omnisciens,omnisciens,omniscientior,,,3,omniscient
gelidus,gelida,gelidum,gelidior,gelidissimus,gelide,12,gelid
demens,demens,demens,dementior,dementissimus,,3,dement
carus,cara,carum,carior,carissimus,,12,car
viscosus,viscosa,viscosum,viscosior,,,12,viscos
irreprehensibilis,irreprehensibilis,irreprehensibile,irreprehensibilior,,,3,irreprehensibil
probus,proba,probum,probior,probissimus,probe,12,prob
jubatus,jubata,jubatum,jubatior,,,12,jubat
dioicus,dioica,dioicum,dioicior,,,12,dioic
graveolens,graveolens,graveolens,graveolentior,,,3,graveolent
paucus,pauca,paucum,paucior,paucissimus,,12,pauc
lacer,lacera,lacerum,lacerior,,,12,lacer
exlex,exlex,exlex,exlegior,,,3,exleg
carolinianus,caroliniana,carolinianum,carolinianior,,,12,carolinian
repens,repens,repens,repentior,,,3,repent
optumas,optumas,optumas,optumatior,,,3,optumat
optimas,optimas,optimas,optimatior,,,3,optimat
Hispanus,Hispana,Hispanum,Hispanior,,,12,Hispan
loquaculus,loquacula,loquaculum,loquaculior,,,12,loquacul
loquax,loquax,loquax,loquacior,loquacissimus,loquaciter,3,loquac
Britannus,Britanna,Britannum,Britannior,,,12,Britann
carolinus,carolina,carolinum,carolinior,,,12,carolin
carolinensis,carolinensis,carolinense,carolinensior,,,3,carolinens
betulus,betula,betulum,betulior,,,12,betul
muscarius,muscaria,muscarium,muscariior,,,12,muscari
pantherinus,pantherina,pantherinum,pantherinior,,,12,pantherin
caroliniensis,caroliniensis,caroliniense,caroliniensior,,,3,caroliniens
christianus,christiana,christianum,christianior,,,12,christian
horribilis,horribilis,horribile,horribilior,horribilissimus,horribiliter,3,horribil
angustus,angusta,angustum,angustior,angustissimus,,12,angust
paluster,palustris,palustre,palustrior,,,3,palustr
promus,proma,promum,promior,,,12,prom
aeternus,aeterna,aeternum,aeternior,,aeterno,12,aetern
caelebs,caelebs,caelebs,caelibior,,,3,caelib
sepulcralis,sepulcralis,sepulcrale,sepulcralior,,,3,sepulcral
viduus,vidua,viduum,viduior,,,12,vidu
raptus,rapta,raptum,raptior,,raptim,12,rapt
luridus,lurida,luridum,luridior,,,12,lurid
luteus,lutea,luteum,luteior,,,12,lute
canadensis,canadensis,canadense,canadensior,,,3,canadens
gloriosus,gloriosa,gloriosum,gloriosior,gloriosissimus,gloriose,12,glorios
gregarius,gregaria,gregarium,gregariior,,,12,gregari
generosus,generosa,generosum,generosior,,generose,12,generos
pathicus,pathica,pathicum,pathicior,,,12,pathic
fortuitus,fortuita,fortuitum,fortuitior,,fortuito,12,fortuit
compactus,compacta,compactum,compactior,,,12,compact
negotiosus,negotiosa,negotiosum,negotiosior,,,12,negotios
pluvius,pluvia,pluvium,pluviior,,,12,pluvi
pluvialis,pluvialis,pluviale,pluvialior,,,3,pluvial
plumbosus,plumbosa,plumbosum,plumbosior,plumbosissimus,,12,plumbos
plumbeus,plumbea,plumbeum,plumbeior,,,12,plumbe
plumbarius,plumbaria,plumbarium,plumbariior,,,12,plumbari
lacteus,lactea,lacteum,lacteior,,,12,lacte
epicus,epica,epicum,epicior,,,12,epic
plumosus,plumosa,plumosum,plumosior,,,12,plumos
plumeus,plumea,plumeum,plumeior,,,12,plume
plumarius,plumaria,plumarium,plumariior,,,12,plumari
epularis,epularis,epulare,epularior,,,3,epular
bubulus,bubula,bubulum,bubulior,,,12,bubul
plumiger,plumigera,plumigerum,plumigerior,,,12,plumiger
auditorius,auditoria,auditorium,auditoriior,,,12,auditori
fetosus,fetosa,fetosum,fetosior,,,12,fetos
crudelis,crudelis,crudele,crudelior,crudelissimus,crudele,3,crudel
canicularis,canicularis,caniculare,canicularior,,,3,canicular
concavus,concava,concavum,concavior,,,12,concav
hibernalis,hibernalis,hibernale,hibernalior,,,3,hibernal
cavernosus,cavernosa,cavernosum,cavernosior,,,12,cavernos
avipes,avipes,avipes,avipedior,,,3,aviped
aviarius,aviaria,aviarium,aviariior,,,12,aviari
corneolus,corneola,corneolum,corneolior,,,12,corneol
corniculatus,corniculata,corniculatum,corniculatior,,,12,corniculat
corniger,cornigera,cornigerum,cornigerior,,,12,corniger
cornifer,cornifera,corniferum,corniferior,,,12,cornifer
corneus,cornea,corneum,corneior,,,12,corne
cornuatus,cornuata,cornuatum,cornuatior,,,12,cornuat
cornualis,cornualis,cornuale,cornualior,,,3,cornual
ater,atra,atrum,atrior,aterrimus,,12,atr
digitatus,digitata,digitatum,digitatior,,,12,digitat
hilarus,hilara,hilarum,hilarior,hilarissimus,hilare,12,hilar
gracilentus,gracilenta,gracilentum,gracilentior,gracilentissimus,,12,gracilent
unicornis,unicornis,unicorne,unicornior,,,3,unicorn
cornutus,cornuta,cornutum,cornutior,,,12,cornut
audax,audax,audax,audacior,audacissimus,audaciter,3,audac
creber,crebra,crebrum,crebrior,creberrimus,crebre,12,crebr
sensificus,sensifica,sensificum,sensificior,,,12,sensific
sensatus,sensata,sensatum,sensatior,,sensate,12,sensat
sexagenarius,sexagenaria,sexagenarium,sexagenariior,,,12,sexagenari
septuagenarius,septuagenaria,septuagenarium,septuagenariior,,,12,septuagenari
nodosus,nodosa,nodosum,nodosior,,,12,nodos
parthicus,parthica,parthicum,parthicior,,,12,parthic
uber,uber,uber,uberior,uberrimus,uber,3,uber
memor,memor,memor,memorior,memorissimus,memoriter,3,memor
pallidus,pallida,pallidum,pallidior,,,12,pallid
dispar,dispar,dispar,disparior,,,3,dispar
impromptus,imprompta,impromptum,impromptior,,,12,imprompt
Platonicus,Platonica,Platonicum,Platonicior,,,12,Platonic
nimius,nimia,nimium,nimiior,,,12,nimi
propinquus,propinqua,propinquum,propinquior,,,12,propinqu
Lethaeus,Lethaea,Lethaeum,Lethaeior,,,12,Lethae
edax,edax,edax,edacior,edacissimus,,3,edac
indus,inda,indum,indior,,,12,ind
germanicus,germanica,germanicum,germanicior,,,12,germanic
sativus,sativa,sativum,sativior,,,12,sativ
Thrax,Thrax,Thrax,Thracior,,,3,Thrac
nullus,nulla,nullum,nullior,,,12,null
japonicus,japonica,japonicum,japonicior,,,12,japonic
sordidus,sordida,sordidum,sordidior,sordidissimus,,12,sordid
putridus,putrida,putridum,putridior,,,12,putrid
fuscus,fusca,fuscum,fuscior,,,12,fusc
sudorifer,sudorifera,sudoriferum,sudoriferior,,,12,sudorifer
perpetuus,perpetua,perpetuum,perpetuior,perpetuissimus,perpetue,12,perpetu
salvus,salva,salvum,salvior,,,12,salv
ascius,ascia,ascium,asciior,,,12,asci
tenuis,tenuis,tenue,tenuior,tenuissimus,tenuiter,3,tenu
microcephalus,microcephala,microcephalum,microcephalior,,,12,microcephal
dactylus,dactyla,dactylum,dactylior,,,12,dactyl
peltatus,peltata,peltatum,peltatior,,,12,peltat
persicus,persica,persicum,persicior,,,12,persic
publicus,publica,publicum,publicior,,,12,public
benevolens,benevolens,benevolens,benevolentior,benevolentissimus,,3,benevolent
gentilis,gentilis,gentile,gentilior,,gentiliter,3,gentil
quadruplus,quadrupla,quadruplum,quadruplior,,,12,quadrupl
sagittifer,sagittifera,sagittiferum,sagittiferior,,,12,sagittifer
invictus,invicta,invictum,invictior,invictissimus,,12,invict
acherunticus,acheruntica,acherunticum,acherunticior,,,12,acheruntic
acheronensis,acheronensis,acheronense,acheronensior,,,3,acheronens
acheronteus,acherontea,acheronteum,acheronteior,,,12,acheronte
cibalis,cibalis,cibale,cibalior,,,3,cibal
barbarus,barbara,barbarum,barbarior,,barbare,12,barbar
ablativus,ablativa,ablativum,ablativior,,,12,ablativ
duracinus,duracina,duracinum,duracinior,,,12,duracin
tridens,tridens,tridens,tridentior,,,3,trident
insularis,insularis,insulare,insularior,,,3,insular
insulosus,insulosa,insulosum,insulosior,,,12,insulos
insulanus,insulana,insulanum,insulanior,,,12,insulan
insulensis,insulensis,insulense,insulensior,,,3,insulens
Fabius,Fabia,Fabium,Fabiior,,,12,Fabi
forensis,forensis,forense,forensior,,,3,forens
deses,deses,deses,desidior,,,3,desid
paganus,pagana,paganum,paganior,,,12,pagan
lacerabilis,lacerabilis,lacerabile,lacerabilior,,,3,lacerabil
lacrimabilis,lacrimabilis,lacrimabile,lacrimabilior,,lacrimabiliter,3,lacrimabil
lacrimabundus,lacrimabunda,lacrimabundum,lacrimabundior,,,12,lacrimabund
lacrimosus,lacrimosa,lacrimosum,lacrimosior,,lacrimose,12,lacrimos
lapidaris,lapidaris,lapidare,lapidarior,,,3,lapidar
lassus,lassa,lassum,lassior,lassissimus,,12,lass
miscellus,miscella,miscellum,miscellior,,,12,miscell
litiger,litigera,litigerum,litigerior,,,12,litiger
minutus,minuta,minutum,minutior,,,12,minut
strutheus,struthea,strutheum,strutheior,,,12,struthe
naviger,navigera,navigerum,navigerior,,,12,naviger
navus,nava,navum,navior,navissimus,naviter,12,nav
vivus,viva,vivum,vivior,,,12,viv
garrulus,garrula,garrulum,garrulior,,,12,garrul
urbanus,urbana,urbanum,urbanior,urbanissimus,,12,urban
primoris,primoris,primore,primorior,,,3,primor
communis,communis,commune,communior,,communiter,3,commun
potis,potis,pote,potior,,,12,pot
formus,forma,formum,formior,,,12,form
supinus,supina,supinum,supinior,supinissimus,,12,supin
consonus,consona,consonum,consonior,,,12,conson
cunctus,cuncta,cunctum,cunctior,,,12,cunct
compos,compos,compos,compotior,,,3,compot
nuncupativus,nuncupativa,nuncupativum,nuncupativior,,nuncupative,12,nuncupativ
oratus,orata,oratum,oratior,,,12,orat
ovatus,ovata,ovatum,ovatior,,,12,ovat
numerabilis,numerabilis,numerabile,numerabilior,,,3,numerabil
subitus,subita,subitum,subitior,,,12,subit
saepis,saepis,saepe,saepior,,saepe,3,saep
fecundus,fecunda,fecundum,fecundior,,,12,fecund
plebejus,plebeja,plebejum,plebejior,,,12,plebej
simus,sima,simum,simior,,,12,sim
iactans,iactans,iactans,iactantior,,,3,iactant
possibilis,possibilis,possibile,possibilior,,,3,possibil
prudens,prudens,prudens,prudentior,prudentissimus,prudenter,3,prudent
infectus,infecta,infectum,infectior,,,12,infect
firmus,firma,firmum,firmior,firmissimus,firmiter,12,firm
officinalis,officinalis,officinale,officinalior,,,3,officinal
bellipotens,bellipotens,bellipotens,bellipotentior,,,3,bellipotent
violaceus,violacea,violaceum,violaceior,,,12,violace
immortalis,immortalis,immortale,immortalior,,immortaliter,3,immortal
universus,universa,universum,universior,,universe,12,univers
marinus,marina,marinum,marinior,,,12,marin
patens,patens,patens,patentior,,,3,patent
futilis,futilis,futile,futilior,,futile,3,futil
umidus,umida,umidum,umidior,,,12,umid
hebes,hebes,hebes,hebetior,,,3,hebet
longinquus,longinqua,longinquum,longinquior,,longinque,12,longinqu
ancus,anca,ancum,ancior,,,12,anc
presens,presens,presens,presentior,,,3,present
lasarpicifer,lasarpicifera,lasarpiciferum,lasarpiciferior,,,12,lasarpicifer
pudicus,pudica,pudicum,pudicior,pudicissimus,pudice,12,pudic
aetherius,aetheria,aetherium,aetheriior,,,12,aetheri
avidus,avida,avidum,avidior,avidissimus,avide,12,avid
dapsilis,dapsilis,dapsile,dapsilior,,,3,dapsil
ambrosius,ambrosia,ambrosium,ambrosiior,,,12,ambrosi
supernus,superna,supernum,supernior,,superne,12,supern
decretorius,decretoria,decretorium,decretoriior,,,12,decretori
araneosus,araneosa,araneosum,araneosior,,,12,araneos
apostolicus,apostolica,apostolicum,apostolicior,,,12,apostolic
saburralis,saburralis,saburrale,saburralior,,,3,saburral
bellicus,bellica,bellicum,bellicior,,,12,bellic
saccarius,saccaria,saccarium,saccariior,,,12,saccari
iudaeicus,iudaeica,iudaeicum,iudaeicior,,,12,iudaeic
saevus,saeva,saevum,saevior,saevissimus,saeve,12,saev
personalis,personalis,personale,personalior,,personaliter,3,personal
agrestis,agrestis,agreste,agrestior,,,3,agrest
alacer,alacris,alacre,alacrior,,,3,alacr
votivus,votiva,votivum,votivior,,,12,votiv
placidus,placida,placidum,placidior,,placide,12,placid
capillatus,capillata,capillatum,capillatior,,,12,capillat
verecundus,verecunda,verecundum,verecundior,,,12,verecund
turgidus,turgida,turgidum,turgidior,,,12,turgid
valetudinarius,valetudinaria,valetudinarium,valetudinariior,,,12,valetudinari
sacceus,saccea,sacceum,sacceior,,,12,sacce
saccinus,saccina,saccinum,saccinior,,,12,saccin
tenebrarius,tenebraria,tenebrarium,tenebrariior,,,12,tenebrari
tenebricus,tenebrica,tenebricum,tenebricior,,,12,tenebric
tenebricosus,tenebricosa,tenebricosum,tenebricosior,tenebricosissimus,,12,tenebricos
saevidicus,saevidica,saevidicum,saevidicior,,,12,saevidic
mysticus,mystica,mysticum,mysticior,,,12,mystic
februarius,februaria,februarium,februariior,,,12,februari
ianuarius,ianuaria,ianuarium,ianuariior,,,12,ianuari
Aprilis,Aprilis,Aprile,Aprilior,,,3,April
rabidus,rabida,rabidum,rabidior,,,12,rabid
fanaticus,fanatica,fanaticum,fanaticior,,fanatice,12,fanatic
inadustus,inadusta,inadustum,inadustior,inadustissimus,,12,inadust
fanitalis,fanitalis,fanitale,fanitalior,,,3,fanital
nocturnus,nocturna,nocturnum,nocturnior,,,12,nocturn
noxius,noxia,noxium,noxiior,,,12,noxi
pascuus,pascua,pascuum,pascuior,,,12,pascu
obvius,obvia,obvium,obviior,,,12,obvi
obnoxius,obnoxia,obnoxium,obnoxiior,,,12,obnoxi
aleatorius,aleatoria,aleatorium,aleatoriior,,,12,aleatori
alearis,alearis,aleare,alearior,,,3,alear
alearius,alearia,alearium,aleariior,,,12,aleari
cristatus,cristata,cristatum,cristatior,,,12,cristat
robustus,robusta,robustum,robustior,robustissimus,,12,robust
cinereus,cinerea,cinereum,cinereior,,,12,cinere
torquatus,torquata,torquatum,torquatior,,,12,torquat
saucius,saucia,saucium,sauciior,sauciissimus,,12,sauci
insignis,insignis,insigne,insignior,insignissimus,insigniter,3,insign
