word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
territorialis,territorialis,territoriale,territorialior,,,3,territorial
amicalis,amicalis,amicale,amicalior,,,3,amical
clamosus,clamosa,clamosum,clamosior,,,12,clamos
exarchalis,exarchalis,exarchale,exarchalior,,,3,exarchal
excors,excors,excors,excordior,,,3,excord
exprobrabilis,exprobrabilis,exprobrabile,exprobrabilior,,,3,exprobrabil
tribalis,tribalis,tribale,tribalior,,,3,tribal
adiectivalis,adiectivalis,adiectivale,adiectivalior,,,3,adiectival
fraudulentus,fraudulenta,fraudulentum,fraudulentior,,fraudulenter,12,fraudulent
gratiosus,gratiosa,gratiosum,gratiosior,gratiosissimus,,12,gratios
ignominiosus,ignominiosa,ignominiosum,ignominiosior,,,12,ignominios
indecens,indecens,indecens,indecentior,,,3,indecent
inconsideratus,inconsiderata,inconsideratum,inconsideratior,inconsideratissimus,,12,inconsiderat
immoderatus,immoderata,immoderatum,immoderatior,,,12,immoderat
inpatiens,inpatiens,inpatiens,inpatientior,,,3,inpatient
inmoderatus,inmoderata,inmoderatum,inmoderatior,,,12,inmoderat
insatiabilis,insatiabilis,insatiabile,insatiabilior,,insatiabiliter,3,insatiabil
vicarialis,vicarialis,vicariale,vicarialior,,,3,vicarial
invidus,invida,invidum,invidior,,,12,invid
insaturabilis,insaturabilis,insaturabile,insaturabilior,,,3,insaturabil
abundus,abunda,abundum,abundior,,abunde,12,abund
absolutorius,absolutoria,absolutorium,absolutoriior,,,12,absolutori
abstrusus,abstrusa,abstrusum,abstrusior,,,12,abstrus
pinnatus,pinnata,pinnatum,pinnatior,,,12,pinnat
abstemius,abstemia,abstemium,abstemiior,,,12,abstemi
eburnus,eburna,eburnum,eburnior,,,12,eburn
eburneus,eburnea,eburneum,eburneior,,,12,eburne
proclivis,proclivis,proclive,proclivior,,,3,procliv
marmoreus,marmorea,marmoreum,marmoreior,,,12,marmore
rixosus,rixosa,rixosum,rixosior,,,12,rixos
stragulus,stragula,stragulum,stragulior,,,12,stragul
tenellus,tenella,tenellum,tenellior,,,12,tenell
vecors,vecors,vecors,vecordior,vecordissimus,,3,vecord
versutus,versuta,versutum,versutior,,,12,versut
abyssalis,abyssalis,abyssale,abyssalior,,,3,abyssal
alibilis,alibilis,alibile,alibilior,,,3,alibil
arealis,arealis,areale,arealior,,,3,areal
auricularis,auricularis,auriculare,auricularior,,,3,auricular
indemnis,indemnis,indemne,indemnior,,,3,indemn
adfinis,adfinis,adfine,adfinior,,,3,adfin
aereus,aerea,aereum,aereior,,,12,aere
africus,africa,africum,africior,,,12,afric
aerinus,aerina,aerinum,aerinior,,,12,aerin
Alexandrinus,Alexandrina,Alexandrinum,Alexandrinior,,,12,Alexandrin
aliquantus,aliquanta,aliquantum,aliquantior,,aliquanto,12,aliquant
amygdalinus,amygdalina,amygdalinum,amygdalinior,,,12,amygdalin
amigdalinus,amigdalina,amigdalinum,amigdalinior,,,12,amigdalin
anaglyphus,anaglypha,anaglyphum,anaglyphior,,,12,anaglyph
anaglyptus,anaglypta,anaglyptum,anaglyptior,,,12,anaglypt
anaglyfus,anaglyfa,anaglyfum,anaglyfior,,,12,anaglyf
annalis,annalis,annale,annalior,,,3,annal
antelucanus,antelucana,antelucanum,antelucanior,,,12,antelucan
antiochenus,antiochena,antiochenum,antiochenior,,,12,antiochen
arceuthinus,arceuthina,arceuthinum,arceuthinior,,,12,arceuthin
assus,assa,assum,assior,,,12,ass
atheniensis,atheniensis,atheniense,atheniensior,,,3,atheniens
carneus,carnea,carneum,carneior,,,12,carne
carpasinus,carpasina,carpasinum,carpasinior,,,12,carpasin
carpentarius,carpentaria,carpentarium,carpentariior,,,12,carpentari
chananeus,chananea,chananeum,chananeior,,,12,chanane
concupiscibilis,concupiscibilis,concupiscibile,concupiscibilior,,,3,concupiscibil
congruus,congrua,congruum,congruior,,,12,congru
contritus,contrita,contritum,contritior,,,12,contrit
acinosus,acinosa,acinosum,acinosior,,,12,acinos
angulosus,angulosa,angulosum,angulosior,,,12,angulos
argillaceus,argillacea,argillaceum,argillaceior,,,12,argillace
argillosus,argillosa,argillosum,argillosior,,,12,argillos
artificiosus,artificiosa,artificiosum,artificiosior,artificiosissimus,,12,artificios
animosus,animosa,animosum,animosior,animosissimus,animose,12,animos
coriarius,coriaria,coriarium,coriariior,,,12,coriari
currulis,currulis,currule,currulior,,,3,currul
Cyprius,Cypria,Cyprium,Cypriior,,,12,Cypri
cyreneus,cyrenea,cyreneum,cyreneior,,,12,cyrene
damascenus,damascena,damascenum,damascenior,,,12,damascen
acidulus,acidula,acidulum,acidulior,,,12,acidul
detestabilis,detestabilis,detestabile,detestabilior,,,3,detestabil
supervacaneus,supervacanea,supervacaneum,supervacaneior,,,12,supervacane
supervacuaneus,supervacuanea,supervacuaneum,supervacuaneior,,,12,supervacuane
obnoxiosus,obnoxiosa,obnoxiosum,obnoxiosior,,,12,obnoxios
obsequiosus,obsequiosa,obsequiosum,obsequiosior,,,12,obsequios
obligatorius,obligatoria,obligatorium,obligatoriior,,,12,obligatori
ovalis,ovalis,ovale,ovalior,,,3,oval
vitiosus,vitiosa,vitiosum,vitiosior,vitiosissimus,vitiose,12,vitios
fungosus,fungosa,fungosum,fungosior,,,12,fungos
inritus,inrita,inritum,inritior,,,12,inrit
trivialis,trivialis,triviale,trivialior,,,3,trivial
furiosus,furiosa,furiosum,furiosior,furiosissimus,,12,furios
sagax,sagax,sagax,sagacior,sagacissimus,sagaciter,3,sagac
enormis,enormis,enorme,enormior,,,3,enorm
ingeniosus,ingeniosa,ingeniosum,ingeniosior,ingeniosissimus,ingeniose,12,ingenios
volubilis,volubilis,volubile,volubilior,,,3,volubil
versatilis,versatilis,versatile,versatilior,,,3,versatil
menstruus,menstrua,menstruum,menstruior,,,12,menstru
memorialis,memorialis,memoriale,memorialior,,,3,memorial
individuus,individua,individuum,individuior,,,12,individu
perfacilis,perfacilis,perfacile,perfacilior,,perfacile,3,perfacil
perspicax,perspicax,perspicax,perspicacior,perspicacissimus,perspicaciter,3,perspicac
morbidus,morbida,morbidum,morbidior,,,12,morbid
primordialis,primordialis,primordiale,primordialior,,,3,primordial
irascibilis,irascibilis,irascibile,irascibilior,,,3,irascibil
naufragus,naufraga,naufragum,naufragior,,,12,naufrag
perplexus,perplexa,perplexum,perplexior,,,12,perplex
canorus,canora,canorum,canorior,,,12,canor
effrenatus,effrenata,effrenatum,effrenatior,,,12,effrenat
empticius,empticia,empticium,empticiior,,,12,emptici
ephesius,ephesia,ephesium,ephesiior,,,12,ephesi
facinorosus,facinorosa,facinorosum,facinorosior,facinorosissimus,,12,facinoros
falsiloquus,falsiloqua,falsiloquum,falsiloquior,,,12,falsiloqu
fastus,fasta,fastum,fastior,,,12,fast
flebilis,flebilis,flebile,flebilior,,,3,flebil
formonsus,formonsa,formonsum,formonsior,formonsissimus,,12,formons
fraglans,fraglans,fraglans,fraglantior,,,3,fraglant
externalis,externalis,externale,externalior,,,3,external
frixus,frixa,frixum,frixior,,,12,frix
marginalis,marginalis,marginale,marginalior,,,3,marginal
fumigabundus,fumigabunda,fumigabundum,fumigabundior,,,12,fumigabund
fusilis,fusilis,fusile,fusilior,,,3,fusil
galaticus,galatica,galaticum,galaticior,,,12,galatic
furvus,furva,furvum,furvior,,,12,furv
galeatus,galeata,galeatum,galeatior,,,12,galeat
galilaeus,galilaea,galilaeum,galilaeior,,,12,galilae
gallicus,gallica,gallicum,gallicior,,gallice,12,gallic
gemmarius,gemmaria,gemmarium,gemmariior,,,12,gemmari
gestatorius,gestatoria,gestatorium,gestatoriior,,,12,gestatori
grandevus,grandeva,grandevum,grandevior,,,12,grandev
grandaevus,grandaeva,grandaevum,grandaevior,,,12,grandaev
habitabilis,habitabilis,habitabile,habitabilior,,,3,habitabil
hadrumetinus,hadrumetina,hadrumetinum,hadrumetinior,,,12,hadrumetin
hamatus,hamata,hamatum,hamatior,,,12,hamat
hesternus,hesterna,hesternum,hesternior,,,12,hestern
hirniosus,hirniosa,hirniosum,hirniosior,,,12,hirnios
hispidus,hispida,hispidum,hispidior,,,12,hispid
histriatus,histriata,histriatum,histriatior,,,12,histriat
humectus,humecta,humectum,humectior,,,12,humect
umectus,umecta,umectum,umectior,,,12,umect
iemineus,ieminea,iemineum,iemineior,,,12,iemine
inaccessus,inaccessa,inaccessum,inaccessior,,,12,inaccess
inauxiliatus,inauxiliata,inauxiliatum,inauxiliatior,,,12,inauxiliat
inbecillus,inbecilla,inbecillum,inbecillior,,,12,inbecill
imbecillus,imbecilla,imbecillum,imbecillior,,,12,imbecill
inauditus,inaudita,inauditum,inauditior,,,12,inaudit
incoinquinatus,incoinquinata,incoinquinatum,incoinquinatior,,,12,incoinquinat
incommunicabilis,incommunicabilis,incommunicabile,incommunicabilior,,,3,incommunicabil
inconsummatus,inconsummata,inconsummatum,inconsummatior,,,12,inconsummat
inconveniens,inconveniens,inconveniens,inconvenientior,,,3,inconvenient
indemnatus,indemnata,indemnatum,indemnatior,,,12,indemnat
ineffugibilis,ineffugibilis,ineffugibile,ineffugibilior,,,3,ineffugibil
indisciplinatus,indisciplinata,indisciplinatum,indisciplinatior,,,12,indisciplinat
inexterminabilis,inexterminabilis,inexterminabile,inexterminabilior,,,3,inexterminabil
inexpugnabilis,inexpugnabilis,inexpugnabile,inexpugnabilior,,,3,inexpugnabil
infandus,infanda,infandum,infandior,,,12,infand
infecundus,infecunda,infecundum,infecundior,,,12,infecund
inhabitabilis,inhabitabilis,inhabitabile,inhabitabilior,,,3,inhabitabil
inglorius,ingloria,inglorium,ingloriior,,,12,inglori
inlaesus,inlaesa,inlaesum,inlaesior,,,12,inlaes
inlotus,inlota,inlotum,inlotior,,,12,inlot
immunitus,immunita,immunitum,immunitior,,,12,immunit
inmunitus,inmunita,inmunitum,inmunitior,,,12,inmunit
inmutabilis,inmutabilis,inmutabile,inmutabilior,,,3,inmutabil
inpotens,inpotens,inpotens,inpotentior,inpotentissimus,,3,inpotent
improvisus,improvisa,improvisum,improvisior,,,12,improvis
inprovisus,inprovisa,inprovisum,inprovisior,,,12,inprovis
inpunis,inpunis,inpune,inpunior,,inpune,3,inpun
impunis,impunis,impune,impunior,,impune,3,impun
inquilinus,inquilina,inquilinum,inquilinior,,,12,inquilin
inscrutabilis,inscrutabilis,inscrutabile,inscrutabilior,,,3,inscrutabil
insepultus,insepulta,insepultum,insepultior,,,12,insepult
insensatus,insensata,insensatum,insensatior,,,12,insensat
insperatus,insperata,insperatum,insperatior,,,12,insperat
insomnis,insomnis,insomne,insomnior,,,3,insomn
intellegibilis,intellegibilis,intellegibile,intellegibilior,,,3,intellegibil
intempestus,intempesta,intempestum,intempestior,,,12,intempest
interrasilis,interrasilis,interrasile,interrasilior,,,3,interrasil
interstes,interstes,interstes,interstitior,,,3,interstit
intestinus,intestina,intestinum,intestinior,,,12,intestin
croaticus,croatica,croaticum,croaticior,,,12,croatic
dalmaticus,dalmatica,dalmaticum,dalmaticior,,,12,dalmatic
dacoromanicus,dacoromanica,dacoromanicum,dacoromanicior,,,12,dacoromanic
dacicus,dacica,dacicum,dacicior,,,12,dacic
curdicus,curdica,curdicum,curdicior,,,12,curdic
Danicus,Danica,Danicum,Danicior,,Danice,12,Danic
inultus,inulta,inultum,inultior,,,12,inult
doguricus,dogurica,doguricum,doguricior,,,12,doguric
esperanticus,esperantica,esperanticum,esperanticior,,,12,esperantic
doricus,dorica,doricum,doricior,,,12,doric
estonicus,estonica,estonicum,estonicior,,,12,estonic
falericus,falerica,falericum,falericior,,,12,faleric
elamiticus,elamitica,elamiticum,elamiticior,,,12,elamitic
extremadurianus,extremaduriana,extremadurianum,extremadurianior,,,12,extremadurian
franconicus,franconica,franconicum,franconicior,,,12,franconic
finnicus,finnica,finnicum,finnicior,,,12,finnic
frisicus,frisica,frisicum,frisicior,,,12,frisic
flandricus,flandrica,flandricum,flandricior,,,12,flandric
ganicus,ganica,ganicum,ganicior,,,12,ganic
gasconicus,gasconica,gasconicum,gasconicior,,,12,gasconic
foroiulianus,foroiuliana,foroiulianum,foroiulianior,,,12,foroiulian
gallonicus,gallonica,gallonicum,gallonicior,,,12,gallonic
gallaicus,gallaica,gallaicum,gallaicior,,,12,gallaic
georgianus,georgiana,georgianum,georgianior,,,12,georgian
gothicus,gothica,gothicum,gothicior,,,12,gothic
groenlandicus,groenlandica,groenlandicum,groenlandicior,,,12,groenlandic
israheliticus,israhelitica,israheliticum,israheliticior,,,12,israhelitic
invulnerabilis,invulnerabilis,invulnerabile,invulnerabilior,,,3,invulnerabil
israeliticus,israelitica,israeliticum,israeliticior,,,12,israelitic
guaranicus,guaranica,guaranicum,guaranicior,,,12,guaranic
laicus,laica,laicum,laicior,,,12,laic
hettheicus,hettheica,hettheicum,hettheicior,,,12,hettheic
lanceatus,lanceata,lanceatum,lanceatior,,,12,lanceat
hatticus,hattica,hatticum,hatticior,,,12,hattic
hindicus,hindica,hindicum,hindicior,,,12,hindic
hungaricus,hungarica,hungaricum,hungaricior,,,12,hungaric
laneus,lanea,laneum,laneior,,,12,lane
hurricus,hurrica,hurricum,hurricior,,,12,hurric
hispanicus,hispanica,hispanicum,hispanicior,,,12,hispanic
insubricus,insubrica,insubricum,insubricior,,,12,insubric
indoeuropaeus,indoeuropaea,indoeuropaeum,indoeuropaeior,,,12,indoeuropae
kurdicus,kurdica,kurdicum,kurdicior,,,12,kurdic
indonesicus,indonesica,indonesicum,indonesicior,,,12,indonesic
iudaeo-germanicus,iudaeo-germanica,iudaeo-germanicum,iudaeo-germanicior,,,12,iudaeo-germanic
legionicus,legionica,legionicum,legionicior,,,12,legionic
lettonicus,lettonica,lettonicum,lettonicior,,,12,lettonic
languedocanus,languedocana,languedocanum,languedocanior,,,12,languedocan
languedocianus,languedociana,languedocianum,languedocianior,,,12,languedocian
italianus,italiana,italianum,italianior,,,12,italian
latvianus,latviana,latvianum,latvianior,,,12,latvian
hiulcus,hiulca,hiulcum,hiulcior,,hiulce,12,hiulc
laudabilis,laudabilis,laudabile,laudabilior,,laudabiliter,3,laudabil
incuriosus,incuriosa,incuriosum,incuriosior,,,12,incurios
liburnicus,liburnica,liburnicum,liburnicior,,,12,liburnic
libycus,libyca,libycum,libycior,,,12,libyc
lithuanicus,lithuanica,lithuanicum,lithuanicior,,,12,lithuanic
lithuanus,lithuana,lithuanum,lithuanior,,,12,lithuan
limburgicus,limburgica,limburgicum,limburgicior,,,12,limburgic
lituanus,lituana,lituanum,lituanior,,,12,lituan
ligusticus,ligustica,ligusticum,ligusticior,,,12,ligustic
limanicus,limanica,limanicum,limanicior,,,12,limanic
lombardicus,lombardica,lombardicum,lombardicior,,,12,lombardic
langobardus,langobarda,langobardum,langobardior,,,12,langobard
lusitanicus,lusitanica,lusitanicum,lusitanicior,,,12,lusitanic
luxemburgicus,luxemburgica,luxemburgicum,luxemburgicior,,,12,luxemburgic
marsicus,marsica,marsicum,marsicior,,,12,marsic
malabaricus,malabarica,malabaricum,malabaricior,,,12,malabaric
maoricus,maorica,maoricum,maoricior,,,12,maoric
maorianus,maoriana,maorianum,maorianior,,,12,maorian
mandarinicus,mandarinica,mandarinicum,mandarinicior,,,12,mandarinic
marathicus,marathica,marathicum,marathicior,,,12,marathic
mirandicus,mirandica,mirandicum,mirandicior,,,12,mirandic
meliticus,melitica,meliticum,meliticior,,,12,melitic
mongolicus,mongolica,mongolicum,mongolicior,,,12,mongolic
mosarabicus,mosarabica,mosarabicum,mosarabicior,,,12,mosarabic
Martianus,Martiana,Martianum,Martianior,,,12,Martian
neograecus,neograeca,neograecum,neograecior,,,12,neograec
neolatinus,neolatina,neolatinum,neolatinior,,,12,neolatin
nordicus,nordica,nordicum,nordicior,,,12,nordic
normannicus,normannica,normannicum,normannicior,,,12,normannic
norvegicus,norvegica,norvegicum,norvegicior,,,12,norvegic
occitanicus,occitanica,occitanicum,occitanicior,,,12,occitanic
nubianus,nubiana,nubianum,nubianior,,,12,nubian
polabicus,polabica,polabicum,polabicior,,,12,polabic
polonicus,polonica,polonicum,polonicior,,,12,polonic
europaeus,europaea,europaeum,europaeior,,,12,europae
picardicus,picardica,picardicum,picardicior,,,12,picardic
protoindoeuropaeus,protoindoeuropaea,protoindoeuropaeum,protoindoeuropaeior,,,12,protoindoeuropae
philippinicus,philippinica,philippinicum,philippinicior,,,12,philippinic
punicus,punica,punicum,punicior,,,12,punic
prussicus,prussica,prussicum,prussicior,,,12,prussic
russicus,russica,russicum,russicior,,,12,russic
raetoromanicus,raetoromanica,raetoromanicum,raetoromanicior,,,12,raetoromanic
rhaeticus,rhaetica,rhaeticum,rhaeticior,,,12,rhaetic
samaritanus,samaritana,samaritanum,samaritanior,,,12,samaritan
samicus,samica,samicum,samicior,,,12,samic
samoanus,samoana,samoanum,samoanior,,,12,samoan
saxonicus,saxonica,saxonicum,saxonicior,,,12,saxonic
scoticus,scotica,scoticum,scoticior,,,12,scotic
gadelicus,gadelica,gadelicum,gadelicior,,,12,gadelic
teutonicus,teutonica,teutonicum,teutonicior,,,12,teutonic
scythicus,scythica,scythicum,scythicior,,,12,scythic
serbicus,serbica,serbicum,serbicior,,,12,serbic
silesicus,silesica,silesicum,silesicior,,,12,silesic
sinicus,sinica,sinicum,sinicior,,,12,sinic
serbocroaticus,serbocroatica,serbocroaticum,serbocroaticior,,,12,serbocroatic
ruthenicus,ruthenica,ruthenicum,ruthenicior,,,12,ruthenic
slavicus,slavica,slavicum,slavicior,,,12,slavic
loricatus,loricata,loricatum,loricatior,,,12,loricat
viceregalis,viceregalis,viceregale,viceregalior,,,3,viceregal
macilentus,macilenta,macilentum,macilentior,,,12,macilent
maculosus,maculosa,maculosum,maculosior,,,12,maculos
malivolus,malivola,malivolum,malivolior,,,12,malivol
malevolus,malevola,malevolum,malevolentior,malevolentissimus,,12,malevol
maritalis,maritalis,maritale,maritalior,,,3,marital
motabilis,motabilis,motabile,motabilior,,,3,motabil
multigenus,multigena,multigenum,multigenior,,,12,multigen
myrtinus,myrtina,myrtinum,myrtinior,,,12,myrtin
mutatorius,mutatoria,mutatorium,mutatoriior,,,12,mutatori
nauclerius,naucleria,nauclerium,naucleriior,,,12,naucleri
nauclericus,nauclerica,nauclericum,nauclericior,,,12,naucleric
natalicius,natalicia,natalicium,nataliciior,,,12,natalici
nonagenarius,nonagenaria,nonagenarium,nonagenariior,,,12,nonagenari
obrizus,obriza,obrizum,obrizior,,,12,obriz
observabilis,observabilis,observabile,observabilior,,,3,observabil
octogenarius,octogenaria,octogenarium,octogenariior,,,12,octogenari
onychinus,onychina,onychinum,onychinior,,,12,onychin
pascualis,pascualis,pascuale,pascualior,,,3,pascual
pauculus,paucula,pauculum,pauculior,,,12,paucul
pastoralis,pastoralis,pastorale,pastoralior,,,3,pastoral
patrius,patria,patrium,patriior,,patrie,12,patri
pedisequus,pedisequa,pedisequum,pedisequior,,,12,pedisequ
permagnificus,permagnifica,permagnificum,permagnificior,,,12,permagnific
permodicus,permodica,permodicum,permodicior,,,12,permodic
pervius,pervia,pervium,perviior,,,12,pervi
pestifer,pestifera,pestiferum,pestiferior,,,12,pestifer
pineus,pinea,pineum,pineior,,,12,pine
pilosus,pilosa,pilosum,pilosior,,,12,pilos
polymitus,polymita,polymitum,polymitior,,,12,polymit
polymitarius,polymitaria,polymitarium,polymitariior,,,12,polymitari
pomifer,pomifera,pomiferum,pomiferior,,,12,pomifer
populeus,populea,populeum,populeior,,,12,popule
praesagus,praesaga,praesagum,praesagior,,,12,praesag
productilis,productilis,productile,productilior,,,3,productil
purpurarius,purpuraria,purpurarium,purpurariior,,,12,purpurari
pythonicus,pythonica,pythonicum,pythonicior,,,12,pythonic
quadrangulatus,quadrangulata,quadrangulatum,quadrangulatior,,,12,quadrangulat
quartanus,quartana,quartanum,quartanior,,,12,quartan
quinquennalis,quinquennalis,quinquennale,quinquennalior,,,3,quinquennal
recalvaster,recalvastra,recalvastrum,recalvastrior,,,12,recalvastr
refugus,refuga,refugum,refugior,,,12,refug
repandus,repanda,repandum,repandior,,,12,repand
residuus,residua,residuum,residuior,,,12,residu
rubricatus,rubricata,rubricatum,rubricatior,,,12,rubricat
sapphirinus,sapphirina,sapphirinum,sapphirinior,,,12,sapphirin
saluber,saluber,salubre,salubrior,saluberrimus,salubriter,3,salubr
saxeus,saxea,saxeum,saxeior,,,12,saxe
scenofactorius,scenofactoria,scenofactorium,scenofactoriior,,,12,scenofactori
scutarius,scutaria,scutarium,scutariior,,,12,scutari
semivivus,semiviva,semivivum,semivivior,,,12,semiviv
sospes,sospes,sospes,sospitior,,,3,sospit
spectabilis,spectabilis,spectabile,spectabilior,,,3,spectabil
viscidus,viscida,viscidum,viscidior,,,12,viscid
mucosus,mucosa,mucosum,mucosior,,,12,mucos
spurius,spuria,spurium,spuriior,,,12,spuri
stibinus,stibina,stibinum,stibinior,,,12,stibin
strenuus,strenua,strenuum,strenuior,,strenue,12,strenu
subitaneus,subitanea,subitaneum,subitaneior,,,12,subitane
subobscurus,subobscura,subobscurum,subobscurior,,,12,subobscur
subrufus,subrufa,subrufum,subrufior,,,12,subruf
surrufus,surrufa,surrufum,surrufior,,,12,surruf
olivaceus,olivacea,olivaceum,olivaceior,,,12,olivace
superciliaris,superciliaris,superciliare,superciliarior,,,3,superciliar
brunneus,brunnea,brunneum,brunneior,,,12,brunne
punctatus,punctata,punctatum,punctatior,,,12,punctat
collaris,collaris,collare,collarior,,,3,collar
personatus,personata,personatum,personatior,,,12,personat
suillus,suilla,suillum,suillior,,,12,suill
superstitiosus,superstitiosa,superstitiosum,superstitiosior,,,12,superstitios
taureus,taurea,taureum,taureior,,,12,taure
tenax,tenax,tenax,tenacior,,,3,tenac
tignarius,tignaria,tignarium,tignariior,,,12,tignari
timefactus,timefacta,timefactum,timefactior,,,12,timefact
tolerabilis,tolerabilis,tolerabile,tolerabilior,,tolerabiliter,3,tolerabil
torax,torax,torax,toracior,,,3,torac
triennis,triennis,trienne,triennior,,,3,trienn
trimus,trima,trimum,trimior,,,12,trim
triremis,triremis,trireme,triremior,,,3,trirem
typhonicus,typhonica,typhonicum,typhonicior,,,12,typhonic
ultroneus,ultronea,ultroneum,ultroneior,,,12,ultrone
uterinus,uterina,uterinum,uterinior,,,12,uterin
vernaculus,vernacula,vernaculum,vernaculior,,,12,vernacul
vernus,verna,vernum,vernior,,,12,vern
victualis,victualis,victuale,victualior,,,3,victual
violentus,violenta,violentum,violentior,violentissimus,violenter,12,violent
spinalis,spinalis,spinale,spinalior,,,3,spinal
armentarius,arcuaria,arcuarium,arcuariior,,,12,arcuari
hiemalis,hiemalis,hiemale,hiemalior,,,3,hiemal
magniloquus,magniloqua,magniloquum,magniloquior,,,12,magniloqu
laqueatus,laqueata,laqueatum,laqueatior,,,12,laqueat
nazarenus,nazarena,nazarenum,nazarenior,,,12,nazaren
obtenebricatus,obtenebricata,obtenebricatum,obtenebricatior,,,12,obtenebricat
ninevitus,ninevita,ninevitum,ninevitior,,,12,ninevit
plagatus,plagata,plagatum,plagatior,,,12,plagat
pompaticus,pompatica,pompaticum,pompaticior,,,12,pompatic
praecoquus,praecoqua,praecoquum,praecoquior,,,12,praecoqu
praecox,praecox,praecox,praecocior,,,3,praecoc
praestabilis,praestabilis,praestabile,praestabilior,,,3,praestabil
stanneus,stannea,stanneum,stanneior,,,12,stanne
stagneus,stagnea,stagneum,stagneior,,,12,stagne
statuarius,statuaria,statuarium,statuariior,,,12,statuari
acharis,acharis,achare,acharior,,achariter,3,achar
aculeatus,aculeata,aculeatum,aculeatior,aculeatissimus,,12,aculeat
admissarius,admissaria,admissarium,admissariior,,,12,admissari
sumericus,sumerica,sumericum,sumericior,,,12,sumeric
tataricus,tatarica,tataricum,tataricior,,,12,tataric
tamulicus,tamulica,tamulicum,tamulicior,,,12,tamulic
suebicus,suebica,suebicum,suebicior,,,12,suebic
thracicus,thracica,thracicum,thracicior,,,12,thracic
thibetanus,thibetana,thibetanum,thibetanior,,,12,thibetan
turcicus,turcica,turcicum,turcicior,,,12,turcic
uzbecicus,uzbecica,uzbecicum,uzbecicior,,,12,uzbecic
turcomannicus,turcomannica,turcomannicum,turcomannicior,,,12,turcomannic
theodiscus,theodisca,theodiscum,theodiscior,,,12,theodisc
valentianus,valentiana,valentianum,valentianior,,,12,valentian
suecicus,suecica,suecicum,suecicior,,,12,suecic
vallonicus,vallonica,vallonicum,vallonicior,,,12,vallonic
venedicus,venedica,venedicum,venedicior,,,12,venedic
vasconicus,vasconica,vasconicum,vasconicior,,,12,vasconic
vandalicus,vandalica,vandalicum,vandalicior,,,12,vandalic
veneticus,venetica,veneticum,veneticior,,,12,venetic
vietnamicus,vietnamica,vietnamicum,vietnamicior,,,12,vietnamic
anatolicus,anatolica,anatolicum,anatolicior,,,12,anatolic
vestinus,vestina,vestinum,vestinior,,,12,vestin
altaicus,altaica,altaicum,altaicior,,,12,altaic
austroasiaticus,austroasiatica,austroasiaticum,austroasiaticior,,,12,austroasiatic
austricus,austrica,austricum,austricior,,,12,austric
austronesicus,austronesica,austronesicum,austronesicior,,,12,austronesic
balticus,baltica,balticum,balticior,,,12,baltic
boreanus,boreana,boreanum,boreanior,,,12,borean
afrasiaticus,afrasiatica,afrasiaticum,afrasiaticior,,,12,afrasiatic
australianus,australiana,australianum,australianior,,,12,australian
barbaricus,barbarica,barbaricum,barbaricior,,,12,barbaric
austronesianus,austronesiana,austronesianum,austronesianior,,,12,austronesian
adsiduus,adsidua,adsiduum,adsiduior,,adsidue,12,adsidu
aeternalis,aeternalis,aeternale,aeternalior,,,3,aeternal
arrepticius,arrepticia,arrepticium,arrepticiior,,,12,arreptici
caligosus,caligosa,caligosum,caligosior,,,12,caligos
cervicatus,cervicata,cervicatum,cervicatior,,,12,cervicat
chaldeus,chaldea,chaldeum,chaldeior,,,12,chalde
cervicalis,cervicalis,cervicale,cervicalior,,,3,cervical
circumornatus,circumornata,circumornatum,circumornatior,,,12,circumornat
coaevus,coaeva,coaevum,coaevior,,,12,coaev
condensus,condensa,condensum,condensior,,,12,condens
eucharis,eucharis,euchare,eucharior,,,3,euchar
corpulentus,corpulenta,corpulentum,corpulentior,,,12,corpulent
crapulatus,crapulata,crapulatum,crapulatior,,,12,crapulat
decuplus,decupla,decuplum,decuplior,,,12,decupl
desolatorius,desolatoria,desolatorium,desolatoriior,,,12,desolatori
desperabilis,desperabilis,desperabile,desperabilior,,,3,desperabil
eurasiaticus,eurasiatica,eurasiaticum,eurasiaticior,,,12,eurasiatic
caucasicus,caucasica,caucasicum,caucasicior,,,12,caucasic
asianus,asiana,asianum,asianior,,,12,asian
dravidicus,dravidica,dravidicum,dravidicior,,,12,dravidic
chusiticus,chusitica,chusiticum,chusiticior,,,12,chusitic
escimaicus,escimaica,escimaicum,escimaicior,,,12,escimaic
chananaeus,chananaea,chananaeum,chananaeior,,,12,chananae
celticus,celtica,celticum,celticior,,,12,celtic
asiaticus,asiatica,asiaticum,asiaticior,,,12,asiatic
indoiranicus,indoiranica,indoiranicum,indoiranicior,,,12,indoiranic
goedelicus,goedelica,goedelicum,goedelicior,,,12,goedelic
iranicus,iranica,iranicum,iranicior,,,12,iranic
omoticus,omotica,omoticum,omoticior,,,12,omotic
indopacificus,indopacifica,indopacificum,indopacificior,,,12,indopacific
nostraticus,nostratica,nostraticum,nostraticior,,,12,nostratic
indicus,indica,indicum,indicior,,,12,indic
afroasiaticus,afroasiatica,afroasiaticum,afroasiaticior,,,12,afroasiatic
italoromanicus,italoromanica,italoromanicum,italoromanicior,,,12,italoromanic
oscoumbricus,oscoumbrica,oscoumbricum,oscoumbricior,,,12,oscoumbric
papuanus,papuana,papuanum,papuanior,,,12,papuan
